Ref,id,Gender,Satisfied,Age,Age Band,Type of Travel,Class,Flight Distance,Destination,Continent,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
196,59508,Male,Y,43,35 to 44,Business travel,Business,4760,India,Asia,3,3,3,3,4,5,4,4,4,4,4,3,4,5,0,0
197,56446,Female,Y,52,45 to 54,Personal Travel,Eco,4760,India,Asia,1,5,2,2,3,5,5,3,3,2,3,3,3,3,0,17
198,48800,Female,Y,57,55 to 64,Business travel,Business,1180,Italy,Europe,3,4,4,4,5,3,4,2,2,2,3,4,2,2,0,0
199,129592,Female,Y,13,Under 18,Personal Travel,Business,4760,India,Asia,2,3,2,3,1,2,1,1,4,5,2,5,5,1,0,18
200,114039,Female,Y,45,45 to 54,Business travel,Business,4760,India,Asia,5,5,5,5,5,5,5,5,5,5,5,3,5,4,17,0
201,66800,Female,Y,43,35 to 44,Business travel,Business,3855,São Tomé and Príncipe,Africa,5,5,5,5,5,4,4,5,5,5,5,5,5,3,0,0
202,106799,Male,Y,53,45 to 54,Business travel,Eco,4760,India,Asia,2,4,2,4,2,2,2,2,3,2,3,2,3,2,20,17
203,47057,Male,Y,23,18 to 24,Business travel,Business,3075,Guinea,Africa,4,4,1,4,5,5,5,5,1,3,1,3,3,5,0,3
204,61824,Female,Y,16,Under 18,Personal Travel,Eco,4760,India,Asia,2,5,2,2,2,2,2,2,5,2,4,3,5,2,2,0
205,68207,Male,Y,23,18 to 24,Business travel,Eco,4760,India,Asia,2,2,2,2,2,1,1,2,3,5,4,3,4,2,0,8
206,125512,Male,Y,45,45 to 54,Personal Travel,Eco,4760,India,Asia,2,5,2,4,4,2,4,4,4,5,5,4,5,4,0,0
207,93019,Female,Y,46,45 to 54,Business travel,Business,4760,India,Asia,2,2,2,2,2,1,2,5,5,5,5,2,5,3,1,0
208,87296,Female,Y,49,45 to 54,Personal Travel,Eco,4760,India,Asia,2,5,2,2,3,4,5,1,1,2,1,4,1,3,23,2
209,76748,Female,Y,40,35 to 44,Business travel,Business,4760,India,Asia,4,3,3,3,3,3,4,3,3,3,4,4,3,3,7,2
210,85879,Female,Y,19,18 to 24,Business travel,Business,4760,India,Asia,5,5,5,5,4,4,4,4,4,4,4,4,4,4,0,0
211,63961,Female,Y,48,45 to 54,Personal Travel,Eco,4760,India,Asia,4,2,4,3,4,3,3,1,1,4,2,3,1,1,0,0
212,94760,Female,Y,64,55 to 64,Business travel,Business,4760,India,Asia,2,4,3,4,5,3,3,2,2,3,2,4,2,4,0,0
213,49608,Female,Y,38,35 to 44,Business travel,Eco,4565,Jamaica,North America,5,3,3,3,5,5,5,5,5,2,4,1,1,5,31,
214,80520,Male,Y,23,18 to 24,Personal Travel,Eco,4760,India,Asia,2,1,1,4,3,1,3,3,1,1,4,2,3,3,97,89
215,23328,Female,Y,38,35 to 44,Business travel,Business,4760,India,Asia,2,2,2,2,1,1,5,4,4,4,4,4,4,1,0,0
216,13560,Male,Y,41,35 to 44,Personal Travel,Eco,4760,India,Asia,1,4,1,2,2,1,1,2,4,3,5,4,5,2,16,34
217,119121,Male,Y,29,25 to 34,Personal Travel,Eco,1020,Slovenia,Europe,1,4,1,4,1,1,1,1,3,3,3,4,3,1,0,0
218,42917,Male,Y,47,45 to 54,Business travel,Eco Plus,4760,India,Asia,5,1,2,1,4,5,4,4,5,5,2,4,3,4,0,0
219,52954,Male,Y,50,45 to 54,Personal Travel,Eco Plus,1450,United Kingdom,Europe,2,3,2,5,4,2,4,4,4,3,4,3,1,4,20,4
220,83112,Female,Y,18,18 to 24,Personal Travel,Eco,1125,Portugal,Europe,2,5,2,3,3,2,3,3,4,4,4,3,5,3,0,0
221,88574,Female,Y,20,18 to 24,Personal Travel,Eco,4760,India,Asia,2,0,2,3,5,2,1,5,3,4,3,3,1,5,4,0
222,111570,Female,Y,41,35 to 44,Business travel,Business,3240,Togo,Africa,2,2,2,2,5,4,5,4,4,4,4,3,4,4,0,0
223,28662,Female,Y,12,Under 18,Personal Travel,Eco,4760,India,Asia,2,4,2,3,1,2,1,1,4,4,5,4,4,1,0,0
224,27177,Female,Y,36,35 to 44,Personal Travel,Eco,4760,India,Asia,2,3,2,3,2,3,2,4,5,3,3,2,3,2,0,0
225,129585,Male,Y,49,45 to 54,Business travel,Business,4760,India,Asia,3,4,3,3,4,5,5,4,4,4,4,5,4,3,10,0
226,35759,Female,Y,55,55 to 64,Personal Travel,Eco,1610,Tunisia,Africa,2,2,2,4,2,3,4,5,5,2,5,3,5,2,0,0
227,49475,Female,Y,43,35 to 44,Business travel,Business,4760,India,Asia,3,3,3,3,2,4,3,2,2,2,3,1,2,2,0,0
228,78904,Female,N,49,45 to 54,Business travel,Business,4760,India,Asia,0,2,2,2,3,2,3,3,3,5,5,4,4,3,11,6
229,29619,Female,N,35,35 to 44,Business travel,Eco,1460,Moldova,Europe,1,1,1,1,3,1,3,3,1,5,1,3,2,3,0,0
230,77512,Male,Y,45,45 to 54,Business travel,Business,4760,India,Asia,1,1,3,1,3,5,4,5,5,5,5,4,5,4,0,0
231,31631,Female,Y,28,25 to 34,Business travel,Business,4760,India,Asia,5,5,5,5,5,5,5,5,2,3,1,1,2,5,9,5
232,38913,Male,Y,60,55 to 64,Business travel,Business,4760,India,Asia,4,4,4,4,1,4,5,4,4,4,4,1,4,2,0,0
233,35366,Male,Y,35,35 to 44,Business travel,Business,4760,India,Asia,2,4,2,4,1,3,2,2,2,2,2,4,2,3,0,9
234,111817,Female,N,38,35 to 44,Business travel,Business,4760,India,Asia,0,3,3,5,4,3,4,4,5,4,4,5,5,4,29,28
235,12259,Male,Y,48,45 to 54,Business travel,Business,4760,India,Asia,4,5,4,4,4,2,3,4,4,4,4,2,4,1,0,0
236,19790,Female,Y,65,65 or over,Personal Travel,Eco,4760,India,Asia,2,4,3,4,2,4,4,3,3,3,3,4,3,3,99,101
237,33260,Male,Y,30,25 to 34,Personal Travel,Eco Plus,1610,Tunisia,Africa,3,5,3,2,1,3,1,1,4,2,4,5,5,1,9,11
238,107079,Female,Y,51,45 to 54,Personal Travel,Eco,4760,India,Asia,2,4,5,1,2,4,5,3,3,5,3,1,3,1,0,0
239,15174,Male,N,23,18 to 24,Business travel,Eco,4760,India,Asia,5,0,5,2,4,5,4,4,3,5,5,3,2,4,18,4
240,23620,Female,Y,37,35 to 44,Business travel,Eco,4760,India,Asia,3,4,4,4,3,3,3,3,2,2,3,3,3,3,0,0
241,18128,Male,Y,23,18 to 24,Business travel,Business,4760,India,Asia,5,5,5,5,5,5,3,5,2,5,4,3,3,5,9,0
242,105291,Male,Y,32,25 to 34,Business travel,Business,4760,India,Asia,4,4,4,4,4,4,4,4,4,2,4,3,3,4,0,3
243,56451,Male,Y,67,65 or over,Personal Travel,Eco,4760,India,Asia,3,3,3,4,1,3,1,1,2,2,3,1,5,1,24,14
244,102068,Male,Y,65,65 or over,Personal Travel,Business,4760,India,Asia,1,4,1,1,5,5,0,4,4,1,4,5,4,3,37,20
245,57995,Female,Y,48,45 to 54,Business travel,Business,4760,India,Asia,1,1,1,1,3,5,5,5,5,5,5,4,5,5,0,0
246,146,Male,Y,60,55 to 64,Business travel,Business,4760,India,Asia,4,4,4,4,2,4,5,4,4,4,4,3,4,3,66,61
247,18770,Female,Y,31,25 to 34,Business travel,Business,4760,India,Asia,3,1,1,1,3,3,3,3,3,4,3,4,4,3,53,48
248,42774,Male,Y,22,18 to 24,Business travel,Eco Plus,4760,India,Asia,4,1,5,5,4,4,4,4,2,4,2,3,4,4,19,6
249,13776,Male,N,27,25 to 34,Business travel,Eco,4760,India,Asia,2,2,2,5,5,2,5,5,2,5,5,1,4,5,4,3
250,103702,Female,Y,19,18 to 24,Personal Travel,Eco,4760,India,Asia,2,2,2,4,1,2,1,1,3,2,4,4,3,1,0,0
251,69826,Female,N,26,25 to 34,Business travel,Eco,4760,India,Asia,3,3,3,4,4,3,4,4,3,5,4,2,4,4,0,0
252,57906,Male,Y,72,65 or over,Business travel,Eco,4760,India,Asia,4,3,3,3,4,4,4,4,2,3,3,1,3,4,0,0
253,31358,Female,Y,34,25 to 34,Business travel,Business,4760,India,Asia,5,5,5,5,1,1,5,5,5,5,5,5,5,5,0,11
254,92805,Female,Y,45,45 to 54,Business travel,Business,1585,Malta,Europe,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0,0
255,104375,Male,Y,51,45 to 54,Business travel,Business,4760,India,Asia,2,4,4,4,3,3,4,2,2,2,2,4,2,1,0,0
256,109896,Female,N,26,25 to 34,Business travel,Eco,4760,India,Asia,2,2,2,3,4,2,3,4,1,4,4,1,4,4,7,0
257,102955,Female,Y,12,Under 18,Personal Travel,Eco,4760,India,Asia,3,4,3,3,1,3,1,1,5,2,4,4,4,1,0,0
258,44736,Female,Y,72,65 or over,Business travel,Eco Plus,420,Netherlands,Europe,2,5,3,5,2,3,4,3,3,2,3,4,3,3,28,18
259,28135,Male,Y,45,45 to 54,Business travel,Eco,4760,India,Asia,4,2,4,4,4,4,4,4,4,4,3,5,5,4,0,0
260,55871,Female,Y,22,18 to 24,Business travel,Business,4760,India,Asia,2,2,2,2,5,5,5,5,3,4,4,5,4,5,36,28
261,8818,Female,Y,53,45 to 54,Personal Travel,Eco,4760,India,Asia,4,4,4,1,4,5,4,5,5,4,5,4,5,5,0,0
262,86148,Female,N,33,25 to 34,Business travel,Business,4760,India,Asia,0,3,3,4,4,3,4,4,4,5,5,5,5,4,12,0
263,120162,Female,Y,46,45 to 54,Personal Travel,Business,2520,California,North America,4,0,4,1,5,5,4,4,4,4,4,3,4,3,13,32
264,117547,Male,Y,54,45 to 54,Business travel,Business,4760,India,Asia,2,2,2,2,5,5,5,5,5,5,5,4,5,4,1,0
265,112385,Female,Y,40,35 to 44,Business travel,Eco,4760,India,Asia,4,2,3,3,4,4,4,4,1,2,3,1,3,4,23,6
266,19908,Female,Y,37,35 to 44,Business travel,Business,4760,India,Asia,2,4,3,3,4,4,3,2,2,2,2,1,2,4,0,0
267,45098,Female,Y,35,35 to 44,Business travel,Business,4760,India,Asia,2,2,5,2,1,2,1,5,5,5,3,3,5,3,6,6
268,43810,Female,N,26,25 to 34,Business travel,Business,2520,California,North America,0,0,5,3,4,5,4,4,4,2,5,4,4,4,0,13
269,22981,Female,Y,62,55 to 64,Business travel,Eco,555,Luxembourg,Europe,4,3,3,3,2,5,1,5,5,4,5,3,5,1,0,16
270,68134,Male,Y,58,55 to 64,Business travel,Business,4760,India,Asia,1,1,1,1,5,5,5,3,3,3,3,5,3,3,0,0
271,23518,Female,Y,55,55 to 64,Personal Travel,Eco,4760,India,Asia,2,3,2,3,2,3,5,2,2,2,2,5,2,3,0,0
272,109188,Female,Y,60,55 to 64,Business travel,Business,4760,India,Asia,3,1,1,1,2,2,2,3,3,3,3,2,3,2,15,15
273,1150,Female,Y,15,Under 18,Personal Travel,Eco,1035,Spain,Europe,3,5,3,4,5,3,1,5,5,5,4,3,5,5,0,0
274,44586,Male,Y,67,65 or over,Personal Travel,Eco,1180,Italy,Europe,4,1,4,3,5,4,5,5,4,5,3,4,3,5,45,33
275,84299,Male,Y,43,35 to 44,Business travel,Business,4760,India,Asia,0,1,1,2,5,5,4,3,3,3,3,5,3,5,39,41
276,103793,Male,Y,30,25 to 34,Business travel,Business,3130,Uzbekistan,Asia,1,1,1,1,5,4,5,5,5,5,4,5,5,5,7,0
277,35032,Female,Y,42,35 to 44,Business travel,Eco,4760,India,Asia,5,1,4,1,3,3,3,5,5,5,5,3,5,1,0,0
278,103291,Male,Y,40,35 to 44,Business travel,Business,4760,India,Asia,3,3,3,3,4,4,4,4,3,5,5,4,5,4,209,191
279,93909,Male,Y,47,45 to 54,Business travel,Business,4760,India,Asia,2,2,2,2,2,4,5,5,5,5,5,4,5,4,0,2
280,127925,Male,Y,38,35 to 44,Business travel,Business,4760,India,Asia,4,2,2,2,4,4,3,4,4,4,4,3,4,2,60,37
281,128097,Female,Y,25,25 to 34,Personal Travel,Eco,4760,India,Asia,3,0,3,5,3,3,3,1,1,3,2,3,3,3,0,1
282,26149,Male,N,26,25 to 34,Business travel,Eco,4760,India,Asia,3,5,3,4,3,3,3,5,5,4,1,3,4,3,149,138
283,95886,Male,Y,66,65 or over,Personal Travel,Eco,4760,India,Asia,2,4,2,3,4,2,4,4,5,3,5,3,4,4,26,13
284,125425,Female,Y,69,65 or over,Business travel,Eco,4760,India,Asia,1,4,4,4,3,3,4,1,1,1,1,4,1,2,12,4
285,120078,Female,Y,22,18 to 24,Business travel,Business,4760,India,Asia,2,5,5,5,2,2,2,2,2,4,3,3,3,2,0,53
286,60625,Male,Y,8,Under 18,Personal Travel,Eco Plus,4760,India,Asia,2,5,2,3,3,2,3,3,4,2,1,5,5,3,24,14
287,115031,Female,N,37,35 to 44,Business travel,Business,4760,India,Asia,0,5,5,4,4,5,4,4,4,4,5,3,4,4,11,0
288,37077,Female,Y,69,65 or over,Personal Travel,Eco,1070,Lithuania,Europe,1,5,1,5,4,4,4,1,1,1,1,4,1,4,18,7
289,69252,Male,Y,28,25 to 34,Business travel,Eco,4760,India,Asia,4,2,2,2,4,4,4,4,3,4,3,3,4,4,15,22
290,12194,Male,Y,51,45 to 54,Business travel,Eco Plus,1075,Latvia,Europe,2,4,1,4,2,2,2,2,1,2,4,4,3,2,5,0
291,80188,Female,Y,46,45 to 54,Personal Travel,Eco,4760,India,Asia,3,1,3,3,3,4,4,2,4,4,3,4,1,4,59,57
292,10430,Male,N,39,35 to 44,Business travel,Business,1075,Latvia,Europe,0,4,4,3,4,4,2,4,3,4,4,4,4,4,0,7
293,21262,Female,N,21,18 to 24,Business travel,Eco Plus,4760,India,Asia,4,3,4,4,1,4,1,1,4,5,3,1,4,1,35,28
294,55236,Male,Y,46,45 to 54,Business travel,Business,2425,United Kingdom,Europe,4,4,4,4,2,4,4,4,4,4,4,5,4,5,1,0
295,126917,Female,Y,36,35 to 44,Business travel,Business,3130,Uzbekistan,Asia,2,2,2,2,5,5,5,5,5,5,5,5,5,3,62,65
296,112190,Male,Y,60,55 to 64,Business travel,Business,4760,India,Asia,3,3,3,3,3,4,4,4,4,4,4,3,4,3,23,4
297,16342,Male,Y,23,18 to 24,Business travel,Eco Plus,4760,India,Asia,2,5,5,5,2,2,1,2,3,4,4,4,4,2,21,44
298,2201,Male,Y,52,45 to 54,Personal Travel,Eco,4760,India,Asia,4,4,4,5,4,4,4,4,3,4,5,5,4,4,0,0
299,53687,Male,Y,36,35 to 44,Business travel,Eco,4760,India,Asia,4,5,5,5,4,4,4,4,2,1,2,2,3,4,3,0
300,47168,Male,Y,41,35 to 44,Business travel,Business,4760,India,Asia,3,3,2,3,4,3,3,4,4,3,4,3,4,5,10,0
301,8782,Male,Y,45,45 to 54,Business travel,Business,4760,India,Asia,2,2,2,2,3,5,5,4,4,4,4,4,4,3,8,0
302,75468,Male,Y,67,65 or over,Personal Travel,Eco,4760,India,Asia,3,4,3,3,5,3,2,5,4,2,3,1,4,5,0,0
303,663,Female,Y,45,45 to 54,Business travel,Business,4760,India,Asia,4,4,4,4,3,5,5,4,4,4,4,5,4,5,0,0
304,74740,Female,Y,56,55 to 64,Personal Travel,Eco,4760,India,Asia,3,5,3,3,4,5,5,1,1,3,1,2,1,5,91,76
305,117904,Female,N,62,55 to 64,Business travel,Eco,4760,India,Asia,3,3,2,2,2,2,2,2,1,5,3,1,3,2,113,107
306,59599,Female,Y,30,25 to 34,Business travel,Business,4760,India,Asia,2,1,1,1,2,3,2,2,2,4,3,3,4,2,27,12
307,29479,Male,Y,48,45 to 54,Business travel,Eco,4760,India,Asia,4,5,5,5,4,4,4,4,3,5,4,1,2,4,0,0
308,105096,Female,Y,32,25 to 34,Business travel,Business,3000,Chad,Africa,2,2,2,2,4,4,4,4,3,4,5,3,4,4,28,11
309,94421,Female,Y,30,25 to 34,Business travel,Business,4760,India,Asia,0,1,1,1,2,2,2,2,5,3,5,3,4,2,38,28
310,49058,Female,N,40,35 to 44,Business travel,Business,1180,Italy,Europe,0,1,1,5,4,1,2,4,2,4,5,5,2,4,0,0
311,47795,Male,Y,42,35 to 44,Business travel,Business,4760,India,Asia,5,5,5,5,5,5,4,4,4,4,4,4,4,3,83,92
312,125451,Female,Y,52,45 to 54,Business travel,Business,4760,India,Asia,5,5,5,5,5,5,5,3,4,4,4,5,3,5,15,32
313,96114,Male,Y,50,45 to 54,Business travel,Business,4760,India,Asia,5,5,5,5,3,4,4,5,5,5,5,4,5,3,0,0
314,23241,Female,Y,18,18 to 24,Personal Travel,Eco Plus,4760,India,Asia,2,5,2,3,2,2,2,2,5,5,4,5,4,2,0,0
315,106258,Male,Y,30,25 to 34,Business travel,Business,4760,India,Asia,3,3,3,3,5,4,5,5,4,3,4,3,5,5,0,0
316,64874,Female,N,26,25 to 34,Business travel,Eco,4760,India,Asia,3,2,3,3,1,3,1,1,4,5,4,3,3,1,0,0
317,100136,Male,N,37,35 to 44,Business travel,Business,470,Belgium,Europe,0,4,4,4,4,4,4,4,4,4,4,4,5,4,0,0
318,51774,Male,Y,64,55 to 64,Personal Travel,Eco,4760,India,Asia,1,4,0,3,1,0,1,1,3,1,3,3,4,1,0,0
319,124301,Male,N,21,18 to 24,Business travel,Business,4760,India,Asia,0,0,5,1,2,5,2,2,5,4,5,3,4,2,0,0
320,36127,Female,Y,52,45 to 54,Business travel,Business,1610,Tunisia,Africa,3,2,4,4,3,4,4,3,3,3,3,1,3,3,0,8
321,121855,Female,Y,52,45 to 54,Business travel,Business,4760,India,Asia,5,5,5,5,5,5,4,5,5,5,5,4,5,3,4,2
322,52648,Female,Y,29,25 to 34,Personal Travel,Eco,2520,California,North America,2,2,2,2,5,2,2,5,4,5,3,2,3,5,0,0
323,38803,Female,Y,13,Under 18,Personal Travel,Eco,4760,India,Asia,2,1,2,3,1,2,1,1,4,1,3,1,4,1,16,12
324,39916,Male,Y,28,25 to 34,Business travel,Business,1085,Estonia,Europe,1,1,3,1,5,5,5,5,3,2,4,5,5,5,0,0
325,95301,Male,Y,13,Under 18,Personal Travel,Eco,4760,India,Asia,2,4,2,3,2,2,2,2,1,5,4,4,4,2,15,7
326,16505,Male,Y,16,Under 18,Personal Travel,Eco,4760,India,Asia,2,5,2,3,5,2,5,5,3,3,5,5,4,5,8,16
327,63771,Male,Y,58,55 to 64,Business travel,Business,4760,India,Asia,3,3,3,3,3,4,5,4,4,4,4,4,4,5,18,0
328,51960,Male,N,24,18 to 24,Business travel,Eco,4760,India,Asia,3,0,3,1,5,3,5,5,3,5,4,5,3,5,0,0
329,111305,Male,Y,25,25 to 34,Business travel,Business,4760,India,Asia,2,4,4,4,2,2,2,2,4,5,3,4,3,2,0,0
330,114340,Male,Y,34,25 to 34,Personal Travel,Eco,950,Poland,Europe,2,4,2,2,4,2,4,4,4,3,4,3,5,4,0,0
331,17379,Female,Y,44,35 to 44,Business travel,Business,4760,India,Asia,5,5,5,5,5,5,3,5,5,5,5,2,5,3,0,0
332,65992,Female,Y,23,18 to 24,Personal Travel,Eco Plus,4760,India,Asia,3,5,3,1,1,3,1,1,3,2,3,4,5,1,0,0
333,104578,Male,N,20,18 to 24,Business travel,Business,4760,India,Asia,0,3,5,4,1,5,1,1,5,2,4,4,4,1,0,0
334,7443,Male,Y,8,Under 18,Personal Travel,Eco,4760,India,Asia,4,3,4,1,3,4,3,3,3,2,2,3,5,3,0,11
335,67768,Female,Y,26,25 to 34,Business travel,Eco,4760,India,Asia,1,5,5,5,1,1,4,1,2,3,4,3,3,1,0,13
336,89581,Male,Y,43,35 to 44,Business travel,Eco,4760,India,Asia,4,4,4,4,5,4,5,5,4,1,4,3,3,5,0,1
337,47417,Female,Y,72,65 or over,Business travel,Business,4760,India,Asia,2,1,1,1,3,4,0,2,2,2,2,1,2,4,0,0
338,30231,Female,Y,48,45 to 54,Business travel,Eco,4760,India,Asia,2,4,4,4,4,2,4,2,2,2,2,5,2,1,12,8
339,14343,Male,Y,27,25 to 34,Personal Travel,Eco,430,Jersey,Europe,4,5,4,3,3,4,1,3,5,3,4,4,4,3,0,0
340,79924,Male,Y,25,25 to 34,Business travel,Business,4760,India,Asia,4,2,2,2,4,4,4,1,5,3,3,4,2,4,176,164
341,105654,Male,N,26,25 to 34,Business travel,Eco,4760,India,Asia,1,1,1,2,5,1,5,5,1,3,3,4,2,5,38,28
342,29495,Male,N,16,Under 18,Business travel,Business,4760,India,Asia,0,4,3,3,1,3,3,1,1,5,3,2,4,1,0,0
343,98183,Female,N,36,35 to 44,Business travel,Business,4760,India,Asia,0,2,2,3,5,2,5,5,5,4,5,3,4,5,0,0
344,87554,Male,Y,55,55 to 64,Personal Travel,Business,430,Jersey,Europe,4,4,2,1,5,4,4,3,3,2,2,4,3,5,0,0
345,83683,Female,N,23,18 to 24,Business travel,Eco,4760,India,Asia,0,0,1,1,5,1,5,5,4,2,4,2,1,5,0,0
346,74603,Male,Y,50,45 to 54,Business travel,Business,4760,India,Asia,2,4,4,4,5,4,4,2,2,2,2,1,2,4,0,0
347,83191,Female,Y,45,45 to 54,Business travel,Business,1125,Portugal,Europe,5,5,5,5,2,5,4,5,5,5,5,5,5,3,0,5
348,110103,Male,Y,57,55 to 64,Business travel,Business,4760,India,Asia,1,1,1,1,4,5,5,5,5,5,5,4,5,4,19,5
349,57026,Female,Y,50,45 to 54,Business travel,Business,2455,Syria,Asia,3,3,3,3,5,3,5,3,3,3,3,3,3,5,46,24
350,91205,Female,Y,42,35 to 44,Personal Travel,Eco,4760,India,Asia,1,2,1,4,3,3,3,4,4,1,4,1,4,4,0,0
351,55470,Female,Y,34,25 to 34,Business travel,Business,4760,India,Asia,2,2,2,2,3,3,5,5,5,4,5,3,5,3,13,0
352,53922,Female,N,17,Under 18,Business travel,Eco Plus,4760,India,Asia,1,1,1,4,4,1,2,4,4,1,4,2,3,4,39,34
353,129138,Male,Y,45,45 to 54,Business travel,Business,680,France,Europe,4,4,4,4,4,5,4,5,5,5,5,3,5,4,0,6
354,2034,Female,Y,59,55 to 64,Business travel,Business,4760,India,Asia,2,2,2,2,4,4,5,2,2,2,2,5,2,4,0,3
355,37286,Male,Y,39,35 to 44,Business travel,Eco,4760,India,Asia,5,3,3,3,5,5,5,5,3,2,4,5,2,5,20,9
356,32818,Male,Y,28,25 to 34,Business travel,Business,4760,India,Asia,2,1,1,1,2,2,2,2,2,2,3,2,4,2,0,0
357,46695,Female,Y,44,35 to 44,Personal Travel,Eco,640,Germany,Europe,2,3,2,3,4,3,4,1,1,2,1,2,1,1,0,32
358,121598,Male,Y,9,Under 18,Personal Travel,Eco,4760,India,Asia,5,5,4,2,4,4,4,4,5,4,5,5,5,4,22,22
359,44039,Female,Y,24,18 to 24,Business travel,Eco,4760,India,Asia,1,1,0,3,5,0,5,5,2,2,2,2,2,5,0,8
360,102733,Female,Y,37,35 to 44,Personal Travel,Eco,4760,India,Asia,3,1,3,4,3,3,3,3,1,4,4,1,3,3,0,0
361,85600,Female,N,25,25 to 34,Business travel,Eco,4760,India,Asia,0,4,0,4,5,0,5,5,5,1,2,4,3,5,9,5
362,10833,Male,Y,22,18 to 24,Business travel,Business,4760,India,Asia,2,2,2,2,4,4,4,4,5,3,4,4,4,4,7,2
363,81553,Male,Y,55,55 to 64,Business travel,Business,4760,India,Asia,3,3,3,3,5,5,5,3,3,3,3,5,3,5,0,0
364,24745,Male,Y,53,45 to 54,Business travel,Eco,430,Jersey,Europe,4,3,3,3,4,4,4,4,4,3,3,1,4,4,0,5
365,58871,Female,Y,46,45 to 54,Business travel,Business,4760,India,Asia,3,3,3,3,5,4,4,4,4,4,4,3,4,4,0,0
366,68900,Male,Y,62,55 to 64,Personal Travel,Eco,1060,San Marino,Europe,0,5,0,3,5,0,5,5,4,4,5,5,5,5,0,0
367,31952,Female,Y,53,45 to 54,Business travel,Business,4760,India,Asia,5,5,4,5,5,5,4,5,5,5,5,5,5,4,0,0
368,98758,Female,Y,50,45 to 54,Business travel,Business,4760,India,Asia,3,3,3,3,2,5,4,5,5,5,5,5,5,4,0,0
369,59963,Male,Y,57,55 to 64,Business travel,Business,4760,India,Asia,5,5,5,5,2,4,2,4,4,4,4,4,4,3,0,6
370,38236,Female,Y,54,45 to 54,Business travel,Business,4760,India,Asia,3,3,3,3,2,5,4,3,3,4,3,3,3,5,0,0
371,43811,Female,Y,42,35 to 44,Business travel,Business,4760,India,Asia,1,1,1,1,5,4,5,5,5,5,4,5,5,5,0,0
372,58215,Male,Y,17,Under 18,Personal Travel,Eco,4760,India,Asia,2,5,2,2,4,2,4,4,2,5,3,1,4,4,0,5
373,88293,Female,Y,53,45 to 54,Business travel,Business,4760,India,Asia,1,1,1,1,3,4,4,4,4,4,4,3,4,3,1,0
374,37225,Male,Y,49,45 to 54,Business travel,Business,4760,India,Asia,2,2,2,2,3,4,5,4,4,4,4,5,4,4,22,21
375,43935,Female,Y,37,35 to 44,Business travel,Eco Plus,1620,Greece,Europe,5,3,5,3,5,5,5,5,5,1,5,3,5,5,0,0
376,48899,Male,Y,35,35 to 44,Business travel,Eco,4760,India,Asia,4,2,2,2,4,4,4,4,2,5,5,5,3,4,0,0
377,99082,Male,Y,30,25 to 34,Business travel,Business,4760,India,Asia,1,1,1,1,2,2,1,2,1,2,2,4,2,2,5,7
378,75859,Female,Y,16,Under 18,Personal Travel,Eco,4760,India,Asia,1,5,0,4,5,0,5,5,3,3,4,4,4,5,0,0
379,85109,Male,Y,46,45 to 54,Business travel,Business,3995,Republic of the Congo,Africa,4,4,4,4,3,4,4,5,5,5,5,5,5,4,0,0
380,118135,Female,Y,51,45 to 54,Business travel,Business,4760,India,Asia,2,3,3,3,4,3,4,2,2,2,2,4,2,2,73,62
381,89169,Male,Y,70,65 or over,Personal Travel,Eco,4760,India,Asia,1,4,1,3,1,1,1,1,4,4,4,4,3,1,0,0
382,4988,Male,N,26,25 to 34,Business travel,Business,4760,India,Asia,0,2,2,5,5,2,2,5,4,3,4,4,4,5,53,52
383,81441,Male,Y,46,45 to 54,Business travel,Business,4760,India,Asia,3,3,3,3,4,4,5,4,4,4,4,5,4,3,0,0
384,37707,Female,Y,12,Under 18,Personal Travel,Eco,4760,India,Asia,2,2,2,4,1,2,1,1,1,4,4,1,4,1,20,15
385,94317,Male,Y,25,25 to 34,Business travel,Business,4760,India,Asia,4,4,4,4,4,4,4,4,3,2,5,4,5,4,0,0
386,42242,Female,Y,63,55 to 64,Business travel,Business,4760,India,Asia,2,2,2,2,5,1,5,4,4,4,4,4,4,3,0,0
387,8085,Female,Y,48,45 to 54,Business travel,Business,4760,India,Asia,1,1,1,1,4,5,5,4,4,4,4,5,4,3,0,4
388,42926,Female,Y,43,35 to 44,Business travel,Business,2230,Cyprus,Europe,3,3,3,3,3,5,5,4,4,4,4,5,4,4,0,0
389,114663,Female,Y,35,35 to 44,Business travel,Business,4760,India,Asia,5,5,5,5,2,4,5,4,4,4,4,3,4,5,54,40
390,63597,Female,Y,32,25 to 34,Business travel,Business,4760,India,Asia,4,4,4,4,4,4,4,4,5,2,5,3,4,4,0,0
391,78220,Male,Y,44,35 to 44,Personal Travel,Eco,4760,India,Asia,2,4,2,5,4,2,4,4,3,1,4,1,2,4,0,0
392,2902,Male,Y,60,55 to 64,Personal Travel,Eco,4760,India,Asia,1,3,1,3,5,1,5,5,3,2,2,5,1,5,22,49
393,71673,Female,Y,20,18 to 24,Personal Travel,Eco,4760,India,Asia,2,1,2,4,2,2,2,2,2,4,4,3,3,2,0,3
